5300 2 2
1059 2 0.1 -1.48
1060 2 1.37 0.428
1061 1 -0.32 0.707
1062 1 1.76 1.33
1063 1 -0.254 0.403
1064 1 0.636 1.34
1065 2 -0.437 -0.984
1066 1 -0.804 0.396
1067 2 0.685 2.2
1068 1 1.89 0.834
1069 2 -0.615 -1.36
1070 2 0.387 1.71
1071 2 -0.238 -1.49
1072 1 -1.03 -0.422
1073 2 0.656 0.844
1074 1 0.713 2.04
1075 2 1.26 1.72
1076 2 -0.745 0.987
1077 1 -1.44 -0.358
1078 2 0.127 1.22
1079 1 1.79 1.5
1080 1 -0.27 0.0117
1081 2 0.418 -1.12
1082 1 2.17 1.45
1083 1 1.66 1.3
1084 1 2.12 1.1
1085 1 -0.252 0.623
1086 2 0.16 -1.4
1087 2 1.27 0.301
1088 2 -0.93 0.758
1089 1 -0.966 0.487
1090 2 0.0236 -1.07
1091 2 0.517 -0.931
1092 1 -1.95 -0.9
1093 2 0.213 -0.752
1094 2 -0.377 -0.973
1095 1 0.395 0.423
1096 2 -0.76 -0.862
1097 1 -0.947 0.445
1098 1 0.112 0.238
1099 2 1.24 0.342
1100 1 -0.322 -0.356
1101 2 -1.15 0.587
1102 2 0.923 0.246
1103 1 -0.339 0.806
1104 1 -0.711 0.0759
1105 2 0.157 -0.934
1106 2 0.235 -1.05
1107 2 -0.111 -1.33
1108 1 -0.651 0.369
1109 2 0.527 1.18
1110 1 1.76 1.48
1111 2 0.0386 -1.26
1112 1 0.584 -0.212
1113 2 -1.02 -1.01
1114 1 -1.2 -0.248
1115 2 -0.824 0.858
1116 2 0.191 1.94
1117 2 -0.259 1.34
1118 2 -1.22 1.12
1119 2 1.11 0.57
1120 1 0.073 -0.00169
1121 1 -0.0281 -0.323
1122 2 0.48 -1.15
1123 2 0.0967 -1.4
1124 2 0.375 1.24
1125 2 -1.63 0.101
1126 2 0.02 -1.54
1127 2 0.592 1.15
1128 2 0.0071 -0.924
1129 2 0.784 0.972
1130 2 1.33 0.335
1131 1 -1.42 -0.0747
1132 2 -0.795 1.17
1133 2 -0.0247 -1.5
1134 2 0.904 1.04
1135 1 0.237 0.0367
1136 1 0.604 -0.709
1137 2 -0.948 -0.982
1138 1 0.686 -0.19
1139 1 1.2 -0.754
1140 2 -1.59 0.763
1141 2 0.255 0.412
1142 1 1.78 1.35
1143 1 -0.629 -0.118
1144 2 0.0428 -1.04
1145 2 0.973 0.457
1146 2 -0.639 1.28
1147 2 1.23 -0.00847
1148 1 2.64 0.966
1149 1 0.323 -0.796
1150 2 -1.12 -1.39
1151 2 -1.14 0.693
1152 2 0.0328 1.22
1153 2 0.0496 -1.05
1154 1 -2.11 -1.45
1155 1 -1.28 0.213
1156 1 -0.577 0.206
1157 1 2.71 1.35
1158 2 0.121 1.63
1159 2 -0.0275 -1.42
1160 1 -1.15 0.406
1161 2 -0.204 -1.54
1162 2 -0.299 -1.14
1163 1 0.216 1.96
1164 2 -0.567 -1.14
1165 2 -0.236 -1.17
1166 2 1.22 -0.0466
1167 1 -0.852 -0.59
1168 2 -1.06 0.917
1169 2 0.595 1.02
1170 2 1.05 0.768
1171 2 0.996 1.04
1172 1 1 1.69
1173 2 0.799 0.995
1174 2 0.725 1.39
1175 2 0.782 1.8
1176 1 1.93 1.34
1177 2 -0.791 -1.43
1178 1 1.33 -0.486
1179 2 1.64 -0.605
1180 2 1.13 0.33
1181 2 -1.58 0.456
1182 1 -0.0767 0.000168
1183 1 -1.87 -1.17
1184 2 -0.892 1.25
1185 2 0.785 0.173
1186 2 1.04 0.779
1187 2 -0.693 0.953
1188 2 0.682 -0.146
1189 2 -0.167 1.07
1190 2 -0.621 -1.12
1191 1 0.133 -0.227
1192 2 0.871 1.29
1193 1 -0.719 -0.384
1194 2 0.0379 -1.64
1195 1 1.57 1.43
1196 2 0.314 1.84
1197 2 1.68 -0.293
1198 1 -0.656 -0.334
1199 2 0.551 0.921
1200 2 -1.52 0.946
1201 2 -0.156 -1.16
1202 2 0.0652 -0.766
1203 2 -1.15 0.771
1204 1 1.07 -0.221
1205 2 0.535 1.4
1206 1 -0.0692 1.73
1207 1 2.36 1.33
1208 2 -0.599 -0.965
1209 1 -0.903 -0.0822
1210 2 -1.6 0.682
1211 1 0.271 -0.0382
1212 2 0.838 0.603
1213 2 1.34 -0.689
1214 2 0.657 1.05
1215 2 -1.52 0.506
1216 2 -1.21 0.488
1217 1 -0.112 1.85
1218 1 0.74 1.53
1219 1 0.451 -0.00833
1220 2 -1.6 0.632
1221 1 -2.1 -0.859
1222 2 -1.37 0.645
1223 2 0.52 1.25
1224 1 -0.198 -0.536
1225 1 1.54 1.24
1226 2 -0.421 -0.731
1227 2 1.1 0.253
1228 1 0.734 -0.212
1229 1 -2.12 -0.575
1230 2 -0.0531 -1.26
1231 2 0.835 -0.0137
1232 2 1.1 0.604
1233 2 -0.505 1.17
1234 2 -0.524 -0.857
1235 1 -1.89 -0.799
1236 1 -0.975 -0.182
1237 1 0.616 -1.07
1238 2 -0.362 -1.7
1239 2 0.611 0.649
1240 1 -1.41 -1.02
1241 2 -0.614 -1.43
1242 1 -0.286 -0.571
1243 2 -0.697 -1.69
1244 2 -0.859 0.885
1245 1 0.526 1.36
1246 1 -0.251 0.846
1247 2 2.01 -0.695
1248 1 -1.51 -0.593
1249 2 -0.155 -1.03
1250 2 -1.8 0.529
1251 1 -0.162 -0.0223
1252 1 -0.628 -0.267
1253 2 -0.746 -0.93
1254 1 -0.61 0.00888
1255 2 -0.0339 -1.66
1256 2 0.935 0.556
1257 2 1.01 0.829
1258 2 -2.77 0.0962
1259 2 1.26 0.0903
1260 2 -0.638 -1.01
1261 2 0.552 0.961
1262 2 -0.239 -0.848
1263 1 0.275 -0.202
1264 2 -1.83 0.601
1265 2 -0.507 1.24
1266 1 0.908 -0.506
1267 2 1.16 0.703
1268 2 -0.751 -1.37
1269 1 -0.628 0.601
1270 1 -0.5 -0.0595
1271 2 -0.889 -0.884
1272 1 -0.341 0.169
1273 1 0.0554 -0.139
1274 2 -0.455 -1.3
1275 1 -0.116 0.0815
1276 1 -0.71 -0.874
1277 2 1.35 -0.25
1278 1 1.51 1.59
1279 2 1.67 -0.978
1280 2 -0.116 -1.36
1281 1 -1.95 -0.16
1282 2 1.75 -1.03
1283 1 2.36 1.5
1284 2 1.24 0.828
1285 2 -0.526 1.19
1286 2 -0.0866 -1.37
1287 1 -1.46 -0.891
1288 1 0.637 0.00536
1289 1 0.384 -0.314
1290 2 0.431 0.266
1291 2 1.35 0.644
1292 1 -0.744 0.196
1293 2 -0.45 -1.59
1294 2 1.31 1.07
1295 2 -0.696 -1.2
1296 1 0.553 -0.817
1297 1 -0.532 -0.179
1298 2 -0.861 -0.862
1299 1 -1.25 -0.897
1300 2 -0.631 -0.914
1301 1 0.524 -0.648
1302 1 0.791 1.69
1303 2 -0.501 1.1
1304 1 0.768 -0.917
1305 2 1.29 1.07
1306 2 1.24 0.00235
1307 2 0.811 2
1308 1 1.18 1.25
1309 1 0.32 -0.465
1310 1 -1.27 -0.704
1311 2 -0.869 1.38
1312 1 -0.468 0.245
1313 1 1.44 -1.52
1314 1 -1.62 -1.16
1315 1 1.89 1.1
1316 2 0.284 2.31
1317 2 0.0066 -0.994
1318 1 -1.81 -0.643
1319 2 -1.19 -1.03
1320 1 -0.747 0.468
1321 1 1.19 -0.966
1322 1 0.748 1.81
1323 2 0.225 1.34
1324 2 0.899 0.538
1325 2 0.904 0.195
1326 2 -1.25 0.479
1327 1 0.74 1.35
1328 2 -0.798 -1.21
1329 1 0.371 -0.589
1330 2 1.11 0.0482
1331 2 -0.27 -1.28
1332 2 -0.369 -0.984
1333 1 -0.752 -0.319
1334 2 -0.538 -1.15
1335 2 -0.509 0.912
1336 1 2.51 1.3
1337 2 0.137 1.69
1338 2 -0.129 1.57
1339 1 -1.55 -0.663
1340 2 0.818 0.845
1341 2 -0.717 -1.03
1342 1 0.0188 0.0512
1343 1 -0.71 0.465
1344 1 -1.43 -1.18
1345 1 -1.39 -0.282
1346 2 0.753 1.84
1347 2 0.598 0.484
1348 1 0.0256 0.228
1349 2 1.02 0.508
1350 2 -1.32 1.12
1351 2 -1.7 0.422
1352 2 -0.037 -1.35
1353 1 -1.01 -0.211
1354 2 -1.25 -1.1
1355 2 1.5 0.637
1356 1 -1.02 0.899
1357 2 -0.827 -0.757
1358 2 1.54 -0.26
1359 2 -0.0979 -1.01
1360 2 -1.01 -1.29
1361 1 -0.707 -0.378
1362 2 -0.878 -1.16
1363 2 -1.34 0.717
1364 1 2.21 1.21
1365 1 0.25 0.466
1366 1 2.34 1.13
1367 1 0.614 -0.157
1368 2 2.03 -0.427
1369 2 -0.568 -1.36
1370 1 -1.64 -1.27
1371 1 0.779 -0.815
1372 1 -0.707 -0.568
1373 2 -0.712 -1.1
1374 2 1.62 0.0564
1375 1 -1.01 0.412
1376 1 1.61 1.4
1377 1 -1.26 -0.503
1378 1 -0.845 -0.377
1379 1 1.31 -0.566
1380 2 -0.218 2.09
1381 2 -0.68 -1.07
1382 1 1.15 -1.56
1383 2 0.55 0.857
1384 2 -0.43 -1.4
1385 2 0.403 -0.997
1386 1 -0.0017 0.282
1387 1 -0.617 -0.458
1388 2 0.143 -1.56
1389 1 -0.221 0.12
1390 2 0.58 1.17
1391 1 0.876 -0.969
1392 1 -0.0237 0.303
1393 1 0.0052 0.24
1394 2 0.904 0.97
1395 1 -0.806 0.575
1396 1 0.423 -0.334
1397 1 1.08 1.36
1398 2 -0.639 1.25
1399 2 -0.0782 -1.1
1400 2 0.595 0.429
1401 1 0.908 1.48
1402 1 0.355 0.562
1403 1 0.149 -0.295
1404 1 -1.94 -0.273
1405 1 0.222 0.214
1406 1 -1.44 -0.43
1407 1 0.265 -0.375
1408 1 -0.295 0.565
1409 1 -1.55 -1.02
1410 2 -0.93 -0.895
1411 1 -1.18 0.422
1412 2 -0.203 -1.08
1413 1 1.26 -0.328
1414 1 1.48 -1.05
1415 2 -0.499 -0.766
1416 2 0.12 -1.12
1417 2 -0.338 -0.91
1418 2 0.909 0.522
1419 2 0.395 0.0856
1420 2 -0.7 -1.25
1421 1 0.0828 -0.879
1422 2 -0.832 -1.33
1423 1 -2.01 -1.85
1424 2 -1.55 0.695
1425 2 -0.755 -1.09
1426 2 -0.83 0.993
1427 2 0.314 1.54
1428 1 -1.44 -0.225
1429 1 0.287 1.45
1430 1 -0.278 -0.815
1431 1 1.46 -0.509
1432 2 0.496 1.52
1433 2 1.81 -0.218
1434 2 0.824 0.45
1435 2 -2.56 -0.0784
1436 1 -0.836 -0.507
1437 2 0.066 -1.23
1438 1 -0.742 0.36
1439 2 1.31 0.328
1440 1 1.35 1.21
1441 2 0.34 -1.03
1442 1 -1.07 -0.616
1443 2 -0.634 1.65
1444 2 1.95 -1.02
1445 2 -0.0397 -1.09
1446 1 1.04 -1.13
1447 2 -1.15 0.729
1448 1 -0.528 0.953
1449 2 0.854 1.15
1450 2 -1.04 1.04
1451 2 -0.921 -1.19
1452 1 -1.78 -1.58
1453 2 -0.0184 -1.13
1454 2 -1.55 0.386
1455 2 -0.539 -1.21
1456 1 -0.455 0.494
1457 1 1.44 1.38
1458 2 -1.2 0.659
1459 2 0.731 1.31
1460 1 -1.39 -1.09
1461 1 -0.413 0.0554
1462 1 0.271 0.38
1463 2 -0.882 1.29
1464 1 1.29 -1.04
1465 2 0.299 1.49
1466 2 -0.754 1.1
1467 1 -0.0601 2.04
1468 1 1.42 -0.697
1469 2 1.12 0.173
1470 2 -0.783 -1.33
1471 1 -1.55 -1.6
1472 1 -1.34 0.146
1473 2 -1.1 -1.17
1474 2 0.101 -1.39
1475 2 -0.484 -1.2
1476 2 -0.984 1.03
1477 1 -0.269 0.961
1478 2 -0.547 1.71
1479 2 0.494 -1.01
1480 2 -0.123 1.86
1481 2 -0.0853 -1.12
1482 2 1.41 0.607
1483 2 1.27 -0.159
1484 2 -0.0373 -1.32
1485 1 0.433 1.65
1486 1 -1.03 -0.858
1487 2 0.69 0.745
1488 2 0.354 1.06
1489 1 -1.92 -1.06
1490 1 -0.541 -0.65
1491 1 1.38 -1.36
1492 2 1.29 0.525
1493 2 -0.836 0.959
1494 1 -0.247 0.775
1495 2 0.552 0.942
1496 1 -0.19 0.168
1497 1 0.714 -1.19
1498 2 1.19 0.594
1499 2 0.428 -1.43
1500 2 -0.575 -1.62
1501 1 -1.97 -1.72
1502 2 -0.0255 -1.3
1503 2 -0.892 1.02
1504 2 -0.132 -1.35
1505 2 -1.85 0.545
1506 1 -0.491 -0.429
1507 1 -0.158 0.358
1508 2 -0.475 -1.02
1509 1 1.26 -2.39
1510 2 -0.807 0.992
1511 2 1.19 0.115
1512 2 0.439 1.5
1513 1 1.44 -1.73
1514 1 0.109 1.65
1515 2 -0.596 -1.33
1516 2 1.11 0.431
1517 1 -0.347 -0.556
1518 1 1.47 1.39
1519 2 1.63 -0.56
1520 2 -1.53 1.21
1521 2 -1.12 1.1
1522 2 0.0551 1.34
1523 2 -0.388 -1.08
1524 2 0.136 -1.36
1525 2 -0.79 -0.823
1526 1 0.646 1.82
1527 1 -0.468 -0.206
1528 2 0.735 0.571
1529 2 -0.777 -1.33
1530 2 -0.31 1.45
1531 2 -0.0693 -1.3
1532 1 -0.162 -0.334
1533 1 0.724 -0.574
1534 1 -1.03 0.153
1535 2 0.385 -0.744
1536 2 1.23 -0.115
1537 2 -1.49 0.796
1538 1 0.0586 -0.133
1539 1 1.05 -0.362
1540 2 -0.84 -1.05
1541 2 0.351 -1.42
1542 1 -1.34 -0.462
1543 1 -0.213 0.77
1544 2 0.523 1.05
1545 2 -0.665 1.23
1546 1 1.03 1.55
1547 2 0.495 1.54
1548 2 0.582 0.232
1549 2 0.35 0.889
1550 2 0.321 1.58
1551 1 0.155 0.0373
1552 2 -0.783 0.931
1553 1 0.153 -0.875
1554 2 1.08 0.925
1555 2 0.614 0.908
1556 1 -0.353 1.98
1557 2 0.0762 -1.27
1558 2 0.282 -1.43
1559 1 0.876 -0.807
1560 1 -0.685 0.459
1561 2 0.265 1.4
1562 2 0.29 0.591
1563 2 0.662 1.49
1564 2 -0.689 -1.45
1565 2 -0.214 -1.27
1566 2 -0.119 -0.842
1567 1 -1.84 -1.23
1568 1 -0.102 -0.306
1569 2 -0.995 -0.937
1570 1 -0.479 0.0719
1571 2 -1.31 0.463
1572 2 -0.486 -1.62
1573 1 0.115 -0.443
1574 2 0.698 0.784
1575 1 1.09 -1.24
1576 1 -1.57 -0.401
1577 1 -0.274 0.489
1578 1 0.764 1.98
1579 1 2.41 0.946
1580 1 -0.348 0.119
1581 2 1.27 -0.194
1582 2 -0.22 -1.38
1583 1 1.08 -1.83
1584 2 -0.414 -1.28
1585 1 2.12 1.07
1586 2 0.22 2.08
1587 2 0.207 -1.38
1588 2 -0.519 -1
1589 2 -0.00634 -1
1590 2 -0.68 1.68
1591 1 -1.18 -0.522
1592 1 0.32 0.282
1593 2 -0.638 1.32
1594 1 0.72 -0.154
1595 1 0.92 -0.717
1596 1 0.511 -0.773
1597 1 -0.681 -0.586
1598 2 1.11 0.205
1599 2 0.087 -1.28
1600 1 1.13 -0.541
1601 2 -0.016 -1.26
1602 1 -0.439 -0.884
1603 2 0.424 -0.84
1604 2 2.25 -1.4
1605 1 0.139 -0.803
1606 2 0.488 1.31
1607 2 -1.04 1.27
1608 2 1.33 -0.704
1609 2 -1.23 0.89
1610 2 -0.329 -0.955
1611 2 0.174 -1.11
1612 2 -0.699 0.755
1613 2 -0.137 -1.16
1614 1 1.09 -1.1
1615 2 -0.0172 -1.03
1616 1 0.269 0.605
1617 1 0.305 1.63
1618 2 -1.82 0.904
1619 2 -0.527 -1.38
1620 1 0.557 -0.255
1621 2 -2.41 0.26
1622 2 -0.514 -1.07
1623 2 -0.325 -1.32
1624 1 2.53 1.5
1625 2 0.471 2.03
1626 2 0.986 0.843
1627 2 0.746 0.441
1628 2 -1.32 0.907
1629 1 1.33 1.7
1630 2 1.59 -0.378
1631 1 0.387 -0.000653
1632 2 -0.914 -0.919
1633 2 1.41 0.0907
1634 1 -0.639 0.522
1635 2 0.866 1.14
1636 1 -1.78 -0.491
1637 1 0.391 -0.0901
1638 1 -1.27 0.184
1639 1 -1.08 -0.612
1640 1 -0.717 0.455
1641 1 -1.11 0.00172
1642 1 -1.51 -0.966
1643 2 -0.862 1.53
1644 1 0.605 1.86
1645 1 -0.818 0.654
1646 2 -0.391 1.1
1647 1 0.941 -0.254
1648 1 1.59 1.72
1649 1 -1.51 -1.16
1650 1 0.413 0.473
1651 2 -0.351 -1
1652 2 1.68 0.113
1653 2 -0.834 1.48
1654 2 1.45 -0.507
1655 1 -0.559 0.0594
1656 2 1.23 -0.0997
1657 1 -0.0342 0.145
1658 2 -0.834 1.41
1659 1 0.743 -1.01
1660 1 1.01 1.82
1661 2 0.191 -1.29
1662 2 0.0543 -0.967
1663 1 0.768 -1.25
1664 2 1.12 0.612
1665 1 0.424 0.547
1666 2 1.29 -0.391
1667 2 -0.612 -1.42
1668 1 -0.201 0.287
1669 2 -0.779 1.09
1670 1 0.44 0.246
1671 2 0.778 0.952
1672 2 0.0179 -1.01
1673 2 -0.216 -1.38
1674 1 -0.554 -0.38
1675 2 0.0698 -1.25
1676 2 -0.869 0.625
1677 1 -1.53 -1.17
1678 2 -0.175 -0.909
1679 1 -1.5 -1.14
1680 1 0.528 -1.04
1681 2 1.07 0.61
1682 1 -0.987 -0.735
1683 2 -0.468 -1.17
1684 2 1.77 0.239
1685 1 0.885 -0.372
1686 2 2.59 -1.15
1687 2 1.04 0.285
1688 2 0.736 1.64
1689 2 1.23 0.458
1690 2 -0.137 -1.39
1691 1 -0.0574 -0.208
1692 2 -0.496 1.03
1693 2 -1.04 0.984
1694 1 0.952 -1.9
1695 1 -0.21 0.11
1696 2 -1.95 0.614
1697 2 1.68 -0.472
1698 2 -0.866 0.751
1699 2 0.322 -1.04
1700 1 -1.71 -0.653
1701 2 -0.486 -1.53
1702 1 0.587 -0.311
1703 1 -0.55 0.236
1704 1 1.4 -0.874
1705 2 -0.384 -1.08
1706 2 0.746 0.991
1707 2 0.758 -1.45
1708 1 -0.0468 -0.332
1709 2 0.698 1.02
1710 2 -1.53 0.658
1711 2 -0.162 -1.24
1712 1 -0.507 0.69
1713 1 1.41 -1.38
1714 2 -0.735 -1.19
1715 1 -0.141 -0.119
1716 2 1.31 0.628
1717 1 1.38 -1.02
1718 1 1.18 -1.19
1719 2 -0.0785 -1.16
1720 2 0.844 1.22
1721 1 0.913 -1.6
1722 2 -1.04 1.33
1723 1 -1.1 0.145
1724 2 -0.244 -1.2
1725 2 0.0643 -1.28
1726 2 0.483 -1.23
1727 1 1.37 1.29
1728 2 -0.869 0.634
1729 2 -0.0547 -1.06
1730 1 0.816 -0.133
1731 2 -1.49 0.744
1732 1 -0.813 -0.665
1733 2 1.6 0.0487
1734 1 0.742 1.56
1735 2 1.45 -0.188
1736 2 -0.791 -1.44
1737 1 -1.31 0.118
1738 1 0.0336 0.323
1739 2 0.308 -1.34
1740 1 0.856 -1.11
1741 1 0.532 -0.0431
1742 1 -0.171 1.68
1743 1 -0.305 0.247
1744 1 -0.422 -0.241
1745 2 0.836 0.849
1746 2 1.77 0.013
1747 2 -1.56 0.514
1748 2 0.137 -0.862
1749 1 -1.07 -0.017
1750 1 -1.31 -0.32
1751 1 -1.33 -0.581
1752 1 -1.76 -1.58
1753 2 -0.258 -1.06
1754 2 -0.253 -0.809
1755 1 0.395 1.35
1756 1 -1.39 -0.156
1757 2 0.446 -1.07
1758 2 1.52 0.795
1759 2 1.44 0.898
1760 2 1.04 0.952
1761 1 -1.82 -0.847
1762 1 -1.11 0.276
1763 2 -1.2 -1.19
1764 2 0.268 1.14
1765 1 1.29 -1.19
1766 2 -0.935 1.02
1767 2 0.247 -0.96
1768 1 0.387 1.59
1769 1 0.247 0.41
1770 2 0.722 0.153
1771 1 0.249 -0.451
1772 1 0.923 0.166
1773 1 -0.237 -0.0378
1774 2 1.27 0.496
1775 2 -1.2 1.43
1776 2 -1.19 -0.939
1777 2 0.0209 -0.973
1778 2 0.637 0.984
1779 1 0.714 -1.08
1780 1 -0.215 0.549
1781 1 0.306 -0.161
1782 2 0.205 -1.28
1783 1 1.51 1.52
1784 1 -0.761 0.373
1785 2 -0.706 -0.697
1786 1 -0.383 0.671
1787 1 -1.11 -0.44
1788 1 0.496 -0.614
1789 1 -0.0529 -0.0168
1790 1 2.09 1.1
1791 1 -1.28 -1.17
1792 2 1.44 0.0946
1793 2 2.06 -0.893
1794 2 -0.638 -0.752
1795 1 0.402 -0.39
1796 1 0.122 0.599
1797 1 1.42 1.49
1798 2 -1.55 0.588
1799 1 0.854 0.0949
1800 1 -0.268 0.75
1801 1 -0.57 0.502
1802 2 -0.381 -0.959
1803 1 0.236 0.443
1804 1 0.898 -0.719
1805 2 -0.432 1.13
1806 1 1.14 -0.938
1807 2 0.0935 2.1
1808 2 0.463 0.935
1809 2 -0.23 -1.02
1810 1 0.671 0.181
1811 2 0.168 1.7
1812 1 -0.175 0.0644
1813 1 0.796 0.423
1814 1 -0.824 -0.471
1815 1 -0.93 -0.502
1816 2 -1.06 1.49
1817 2 0.375 1.27
1818 1 2.45 1.25
1819 2 -2.04 0.401
1820 2 0.0735 -1.01
1821 1 -0.737 -0.0677
1822 2 0.848 0.402
1823 1 0.281 0.343
1824 1 -1.13 -0.0974
1825 2 -0.821 -1.44
1826 1 -0.211 -0.334
1827 2 -0.364 -1.4
1828 1 -1.27 -0.673
1829 2 0.784 1.39
1830 2 -1.02 0.883
1831 1 0.833 -0.0565
1832 1 0.478 1.31
1833 1 -1.14 -0.245
1834 2 1.14 0.494
1835 1 0.667 -1.01
1836 1 2.17 0.926
1837 1 -0.129 0.877
1838 1 -0.581 0.582
1839 1 0.427 1.77
1840 1 -0.138 0.425
1841 2 -1.98 0.875
1842 1 -0.337 0.559
1843 2 -0.369 -0.965
1844 1 0.325 -0.153
1845 1 -0.232 -0.364
1846 2 -0.749 1.26
1847 2 -0.566 1.19
1848 1 1.33 -0.774
1849 2 -1.25 -1.47
1850 2 0.00453 1.47
1851 1 -1.81 -0.543
1852 2 -0.307 0.938
1853 2 -1.18 0.732
1854 2 -1.68 0.93
1855 1 -1.52 -1.4
1856 1 -1.45 -0.701
1857 1 0.616 1.77
1858 1 -0.0222 -0.202
1859 2 0.246 -0.767
1860 1 -0.763 -0.573
1861 1 -0.581 -0.182
1862 2 1.42 -0.0465
1863 2 -0.139 -1.27
1864 1 -0.179 0.19
1865 2 -0.721 1.19
1866 2 -0.709 -0.942
1867 1 0.945 0.239
1868 2 -0.891 0.593
1869 2 -1.18 0.862
1870 2 1.3 -0.028
1871 1 0.576 -0.342
1872 1 0.0381 0.167
1873 1 -0.219 -0.195
1874 2 0.855 0.959
1875 2 -1.08 -1.17
1876 2 -0.596 -0.989
1877 1 -1.41 -0.856
1878 1 -0.298 -0.243
1879 2 0.444 1.14
1880 2 1.01 0.397
1881 1 1.31 -0.36
1882 1 1.78 1.19
1883 2 1.1 0.458
1884 1 -1.33 -0.647
1885 1 -1.6 -0.541
1886 2 -1.2 0.455
1887 1 1.01 1.57
1888 2 1.38 0.583
1889 2 -0.223 1.04
1890 2 -1 -1.22
1891 1 0.576 -0.665
1892 2 -0.394 1.39
1893 2 -0.573 -0.88
1894 2 -2.19 0.0991
1895 1 0.729 1.49
1896 2 0.308 -0.913
1897 1 0.661 0.0147
1898 2 0.515 0.884
1899 2 1.32 -0.144
1900 1 -1.05 -0.382
1901 2 1.46 -0.0465
1902 2 1.22 -0.159
1903 2 0.639 -0.815
1904 1 -0.235 0.352
1905 2 -2 0.403
1906 2 -0.158 -1.08
1907 1 1.71 1.39
1908 1 0.905 -0.551
1909 2 -0.0949 -0.821
1910 2 0.781 1.08
1911 2 -0.624 1.75
1912 2 -1.4 1.19
1913 1 -1.21 0.357
1914 2 0.123 -1.24
1915 2 1.01 0.446
1916 2 -0.666 -1.34
1917 2 -0.819 -0.943
1918 2 0.202 -1.17
1919 2 0.745 0.681
1920 2 -0.461 -1.07
1921 1 0.622 -0.546
1922 1 -1.51 -1.39
1923 2 1.05 0.409
1924 2 0.751 0.608
1925 1 -1.13 0.164
1926 1 2.33 1.21
1927 1 0.855 -0.265
1928 2 -0.0247 -0.765
1929 2 0.21 -1.26
1930 1 -1.67 -0.212
1931 1 -0.394 -0.338
1932 2 -0.389 -1.2
1933 1 1.11 1.33
1934 1 -1.24 0.323
1935 2 -0.116 -1.23
1936 2 0.372 1.6
1937 1 -1.23 -0.806
1938 1 1.31 -1.72
1939 2 -0.254 -1.37
1940 1 -1.15 -0.647
1941 1 1.21 -1.77
1942 2 0.00425 1.61
1943 2 -0.67 1.22
1944 1 1.57 1.16
1945 1 -0.241 0.897
1946 2 1.04 0.93
1947 2 1.39 0.504
1948 2 1.96 -0.709
1949 1 0.978 -1.33
1950 1 -1.67 -0.00451
1951 2 -0.529 -1.02
1952 2 -0.137 1.44
1953 1 -1.87 -0.78
1954 1 1.04 -0.24
1955 1 -1.21 -0.785
1956 2 0.8 0.662
1957 2 0.133 2.05
1958 1 1.34 -1.8
1959 1 0.175 0.652
1960 2 1.14 -0.0829
1961 2 -0.634 1.26
1962 2 -0.617 -0.792
1963 2 -1.42 0.728
1964 2 0.897 0.742
1965 1 -0.0814 2.18
1966 1 1.27 1.6
1967 1 -0.759 0.366
1968 2 -0.847 -0.896
1969 1 1.23 -0.785
1970 2 -0.843 -1.14
1971 2 0.357 0.647
1972 1 -1.36 -0.258
1973 2 0.977 0.597
1974 1 1.05 -0.467
1975 2 -0.717 1.23
1976 2 0.955 -0.0158
1977 2 1.6 -0.183
1978 1 -1.21 -0.733
1979 2 -0.593 1.28
1980 2 1.14 0.814
1981 1 -0.597 0.232
1982 1 0.575 -0.19
1983 1 -1.34 -0.31
1984 1 -0.129 -0.061
1985 2 0.447 0.92
1986 1 0.377 -0.643
1987 2 -1.54 0.643
1988 1 -1.25 -0.689
1989 1 2.34 1.18
1990 2 -0.341 1.55
1991 2 1.27 0.0842
1992 2 -1.73 0.562
1993 2 0.957 0.0986
1994 2 -0.639 -1.04
1995 2 0.303 -1.35
1996 2 -0.439 1.37
1997 2 -0.287 -1.07
1998 2 1.46 0.651
1999 1 0.957 -0.786
2000 2 -0.0107 -0.96
2001 2 1.21 0.0512
2002 2 0.105 -1.67
2003 2 0.786 0.859
2004 1 -1.08 0.356
2005 2 0.0909 -1.39
2006 2 -1.34 0.805
2007 2 -0.647 1.08
2008 1 1.17 -1.4
2009 2 -0.811 -1.35
2010 1 -0.961 -0.102
2011 1 -0.968 -0.226
2012 1 -0.322 0.535
2013 1 -1.26 -0.515
2014 1 0.62 -0.986
2015 2 -2.32 0.0861
2016 1 1.21 1.31
2017 2 0.196 1.08
2018 1 1.45 1.33
2019 1 0.137 -0.247
2020 2 -0.974 -1.43
2021 2 -0.335 -1.69
2022 1 -0.0999 1.97
2023 2 0.272 0.813
2024 2 0.56 1.18
2025 2 -0.0527 -0.746
2026 2 -0.188 -0.998
2027 1 -0.369 0.692
2028 2 -0.226 -1.06
2029 1 0.458 -0.709
2030 2 -1.26 -0.912
2031 1 -1.33 -0.392
2032 2 -0.621 1.52
2033 2 -0.753 1.1
2034 2 -0.435 -1.08
2035 2 0.328 1.28
2036 1 0.227 1.71
2037 1 -0.715 0.0859
2038 2 0.81 1.93
2039 1 0.364 1.98
2040 2 0.624 1.1
2041 2 0.922 0.93
2042 2 -0.416 -0.941
2043 2 -1.37 0.968
2044 1 0.269 1.62
2045 2 0.353 1.58
2046 1 0.11 0.553
2047 2 1.49 0.385
2048 2 0.571 -1.53
2049 1 0.171 1.59
